text,label,label_name
Renewable energy source set to become cheaper than coal by next year,3,Sci/Tech
Global leaders meet to discuss climate change policies amid rising environmental concerns.,1,Sports
Revolutionary new medical device uses AI to detect diseases at an early stage.,3,Sci/Tech
Serena Williams Announces Upcoming Match Schedule as She Embarks on Motherhood Journey,1,Sports
A team of researchers discovers a new method for producing clean energy from seawater,3,Sci/Tech
The U.S. Women's Soccer Team Will Play Their Home Games at Dignity Health Sports Park This Summer,1,Sports
Scientists create artificial intelligence that can learn from human emotions like never before,3,Sci/Tech
New York Yankees acquire star pitcher in blockbuster trade,1,Sports
New Study Reveals Link Between Exercise and Brain Health,1,Sports
UN warns of humanitarian disaster in war-torn Yemen due to famine and disease,0,World
Researchers make groundbreaking discovery in the study of the universe's most distant stars,3,Sci/Tech
Federal Reserve releases detailed plan to address rising national debt,2,Business
UN Security Council to meet on North Korea nuclear talks after failed summit in Hanoi,0,World
"Taliban militants carry out ambush on Afghan army convoy, killing dozens",0,World
AI-powered system can detect breast cancer from mammography images with high accuracy.,3,Sci/Tech
Boxing Match Ends in Disqualification as Referee's Decision Sparks Outrage,1,Sports
New app uses AI to help people identify and manage their mental health.,3,Sci/Tech
New tax reforms aimed at reducing income inequality unveiled by government officials,2,Business
"Cycling team faces doping scandal, several riders suspended indefinitely",1,Sports
"Tech giant announces plans to create 1,000 new jobs in emerging markets",2,Business
Rise of nationalism sparks concerns over global security as world leaders meet for summit.,0,World
NBA Playoffs Intensify as Lakers Edge Past Celtics,1,Sports
Formula 1 driver under investigation for alleged tire tampering,1,Sports
US Women's Soccer Team Advances to World Cup Semifinals,1,Sports
Scientists Develop New Material That Can Convert Sunlight Into Fuel,3,Sci/Tech
Global food production on the brink of collapse due to climate change,0,World
Government announces new measures to support struggling small businesses.,2,Business
Biotech firm develops revolutionary new treatment for rare genetic disorder,3,Sci/Tech
UN Security Council votes on new resolution to address global food crisis.,0,World
NASA's Perseverance Rover Discovers Evidence of Ancient Water on Mars,3,Sci/Tech
Climate change protests take center stage at major global economic summit.,0,World
Start-up innovator wins prestigious award for groundbreaking technology,2,Business
NASCAR driver Ryan Blaney wins dramatic Daytona 500 after late caution,1,Sports
Company Announces Plans to Expand Operations into New Market,2,Business
UFC Heavyweight Champion Stipe Miocic Announces He Will Retire After Upcoming Fight,1,Sports
UFC announces massive fight card for upcoming event featuring big names,1,Sports
Tiger Woods Returns to Competition After Long Injury Absence,1,Sports
Breakthrough in CRISPR gene editing technology holds promise for curing genetic diseases,3,Sci/Tech
NASA's Perseverance rover discovers evidence of ancient lake on Mars,3,Sci/Tech
Innovative new product launch promises to revolutionize the industry.,2,Business
Breakthrough in gene editing technology could revolutionize disease treatment,3,Sci/Tech
SpaceX Unveils Plan for First Private Moon Landing by 2024,3,Sci/Tech
"Global Poverty Rates Hit Lowest Level Since 1990, According to New Study",0,World
Young Boxer Becomes the First Female Champion in Decades,1,Sports
NBA Trade Deadline Shakes Up Playoff Rosters,1,Sports
Private company launches reusable spacecraft to reduce space travel costs.,3,Sci/Tech
Scientists Create First Image of a Black Hole Using Event Horizon Telescope Project,3,Sci/Tech
European Union launches initiative to develop sustainable food production methods for a greener future,3,Sci/Tech
New study reveals devastating impact of fast fashion on the environment,2,Business
India and China agree to ease trade tensions with new talks,0,World
European Commission Approves New Climate Change Legislation for All Member States,2,Business
Tennis Star Withdraws from Wimbledon Amid Injury Scare,1,Sports
Researchers create AI system capable of diagnosing eye diseases from a single image.,3,Sci/Tech
Global economic trends point to a potential recession in the next quarter,2,Business
Turkey and Greece reach agreement to normalize relations after decades of tension,0,World
Global food prices hit record high due to weather conditions,0,World
New AI model surpasses human intelligence in complex problem-solving,3,Sci/Tech
New app uses machine learning to help people manage their mental health,3,Sci/Tech
UN Secretary-General warns of global economic downturn due to trade tensions.,0,World
New tax policy aims to reduce income inequality among the wealthy,2,Business
Amazon Announces Plans for New Satellite Network to Expand Internet Access.,2,Business
Football League Abandons Traditional Season Format in Favor of New Year-Round Schedule,1,Sports
"Climate change protesters clash with authorities in Paris, France",0,World
NASA's Perseverance rover discovers evidence of past life on Mars,3,Sci/Tech
F1 drivers to be fitted with wearable technology to monitor physical strain and fatigue,1,Sports
New Study Reveals Link Between Microplastics and Ocean Pollution,3,Sci/Tech
US and allies pledge $4 billion in aid for global vaccine efforts,0,World
Global protests erupt over rising sea levels and coastal erosion.,0,World
US Open tennis tournament marred by controversy as on-court official's behavior sparks outrage,1,Sports
Banking Regulations Get a Major Overhaul in Bid to Boost Financial Stability,2,Business
UFC Heavyweight Champion Defends Title in High-Stakes Fight,1,Sports
Breakthrough in brain-computer interface technology enables paralyzed patients to control devices,3,Sci/Tech
"Facebook’s parent company reports surge in revenue, solidifying its position as a tech giant.",2,Business
NBA Draft Lottery Results Announced,1,Sports
FIFA World Cup hosts face criticism for poor stadium conditions and security concerns,1,Sports
"Cubs trade star second baseman to Dodgers in blockbuster deal, sending shockwaves through baseball world",1,Sports
Cincinnati Bengals Fall to Baltimore Ravens,1,Sports
Scientists develop sustainable method for turning plastic waste into fuel,3,Sci/Tech
India Announces Plans to Develop Indigenous Defense Systems,0,World
New study reveals widespread corruption in global supply chains,2,Business
Los Angeles Lakers Sign Anthony Davis to Historic $273 Million Contract,1,Sports
UN Security Council holds emergency meeting over escalating North Korea tensions.,0,World
Tech Giant Acquires Leading AI Research Institute in Latest Acquisition Spree,2,Business
Scientists develop a new quantum computer capable of processing complex calculations.,3,Sci/Tech
AI researchers develop new method for more accurate medical diagnosis,3,Sci/Tech
EU and US agree on new climate change deal amid rising tensions,0,World
New study reveals alarming rise in corporate tax evasion.,2,Business
Russia launches new long-range missile that could be used in potential conflict with US,0,World
Breakthrough in gene editing technology could lead to cure for genetic diseases,3,Sci/Tech
UN Secretary-General Calls for End to Yemen Conflict Amid Growing Humanitarian Crisis,0,World
Scientists Discover Ancient Civilization Hidden Deep Within Amazon Rainforest,3,Sci/Tech
New business deal valued at billions announced between global giants.,2,Business
"Global poverty rates hit record low, according to World Bank report",0,World
Robotics company develops advanced exoskeleton for paralyzed individuals.,3,Sci/Tech
New Study Reveals E-Commerce Market Growth Slows Amid Increasing Competition.,2,Business
Global Consumer Spending Hits Record High as Recession Fears Ease,2,Business
Global population projected to reach 9 billion by mid-century,0,World
UN launches new initiative to help Africa recover from Ebola outbreak.,0,World
Ronaldo announces shock return to Manchester United after two-year ban.,1,Sports
Apple announces major product launch event for Q4 2022,2,Business
Corruption in Government Contracting Exposed by Whistleblower Investigation,2,Business
Belgian soccer star Kevin De Bruyne makes surprise return to Man City after injury layoff,1,Sports
Researchers discover new species of ancient human in South America,3,Sci/Tech
New report reveals alarming trend of corporate greed and environmental destruction,2,Business
Amazon Acquires New Technology Firm to Boost E-commerce Capabilities,2,Business
FTSE 100 hits all-time high as UK economy shows signs of rebounding,2,Business
EU and US agree on new trade deal amid tensions with China,0,World
Company announces major layoffs amid restructuring efforts,2,Business
Tennis greats Novak Djokovic and Rafael Nadal locked in heated on-court rivalry,1,Sports
EU agrees to impose sanctions on Russia over Ukraine conflict,0,World
Golf legend announces retirement after decades of competition dominance,1,Sports
Researchers develop new material with unprecedented strength and conductivity,3,Sci/Tech
Global economy shows signs of recovery as inflation rates decrease in major countries,0,World
North Korea launches several ballistic missiles in a show of force against South Korea and Japan.,0,World
Global food prices surge as drought and disease strike major crops,0,World
A group of engineers has developed a new type of battery that could power electric cars for years.,3,Sci/Tech
New App Uses AI to Help People with Autism Communicate More Effectively,3,Sci/Tech
AI-powered robots assist in disaster response efforts with enhanced accuracy,3,Sci/Tech
Climate change causes devastating wildfires in Australian outback,0,World
"Turkey Earthquake Death Toll Rises to Over 1,000",0,World
SpaceX launches record-breaking number of satellites into orbit.,3,Sci/Tech
Major Company Implements New Diversity and Inclusion Initiative,2,Business
Federal Reserve Raises Interest Rates to Combat Inflation Woes,2,Business
UN Security Council holds emergency meeting over North Korea tensions.,0,World
UN Security Council Holds Emergency Meeting to Discuss Rising Tensions in Middle East,0,World
Golf tournament organizers unveil innovative new course design to enhance spectator experience.,1,Sports
NASA's Curiosity rover discovers evidence of ancient lake on Mars,3,Sci/Tech
Rams Defeat Patriots in Super Bowl Showdown,1,Sports
Stock Market Plunges Amid Rising Inflation Concerns,2,Business
Researchers develop revolutionary new material with potential to replace plastics,3,Sci/Tech
Lakers Win NBA Championship for Third Time This Decade,1,Sports
Government passes historic bill to reform financial regulations and boost consumer protection.,2,Business
Boxing legend Muhammad Ali's legacy honored with new documentary series,1,Sports
"New retail store opens in downtown area, offering unique shopping experience",2,Business
New AI algorithm breaks record for most complex neural network ever built,3,Sci/Tech
India's monsoon season is expected to be one of the wettest on record this year.,0,World
EU proposes new regulations to crack down on corporate tax avoidance,2,Business
US announces new sanctions against North Korea in response to continued nuclear testing and aggressive behavior.,0,World
UN warns of climate change dangers for global food supply,0,World
World's first human trial for brain-computer interface begins in China,3,Sci/Tech
Lionel Messi scores stunning goal for Paris Saint-Germain against Barcelona.,1,Sports
Aaron Judge hits walk-off home run as New York Yankees defeat Baltimore Orioles,1,Sports
Golden State Warriors trade Andre Iguodala to Memphis Grizzlies for veteran big man,1,Sports
NASA's Perseverance Rover Discovers Evidence of Ancient Lake on Mars,3,Sci/Tech
New Football Coach Hired for Embattled Team,1,Sports
Global economic growth slows down due to trade tensions between nations.,0,World
NBA Star Breaks Records with Dominant Performance,1,Sports
"Earthquake hits Japan, killing dozens and injuring many more",0,World
Injury forces star athlete to undergo grueling rehabilitation process,1,Sports
China's State-Owned Banks Face Increased Scrutiny Over Lending Practices,2,Business
Private aerospace company Blue Origin launches world's first privately funded lunar lander.,3,Sci/Tech
NATO Invites Finland and Sweden to Join the Military Alliance Amidst Russia's Aggression,0,World
New York Yankees beat Boston Red Sox in thrilling 10th inning comeback,1,Sports
New study reveals link between social media use and mental health issues,3,Sci/Tech
US and Russia hold tense talks on Syria ceasefire agreement,0,World
Newly Discovered Species of Ancient Human Found in the Philippines,3,Sci/Tech
Nations worldwide pledge to reduce plastic pollution and protect marine life.,0,World
NASA's latest Mars rover discovers evidence of past water on the red planet.,3,Sci/Tech
European Union imposes new sanctions on Russia over Ukraine conflict,0,World
"Tiger Woods Returns to Form After Injury, Dominates at Tournament",1,Sports
NASA's latest Mars rover uncovers evidence of past water on the red planet,3,Sci/Tech
Biotech firm secures $500 million in funding for new treatment development,2,Business
AI-powered system can detect diabetic retinopathy with unprecedented accuracy,3,Sci/Tech
Global Banks Warn of Recession as Economic Downturn Looms on Horizon,2,Business
Scientists develop a revolutionary new method for curing certain types of cancer.,3,Sci/Tech
New study reveals alarming rate of corporate tax evasion worldwide.,2,Business
New tax reform proposals aim to stimulate economic growth,2,Business
Private space company SpaceX launches record-breaking rocket into orbit,3,Sci/Tech
Canelo Alvarez vs. Gennady Golovkin II: Mexican boxer seeks revenge against Kazakh rival,1,Sports
NASA's Perseverance rover discovers evidence of ancient lake on Mars that could have supported life.,3,Sci/Tech
New Retail Technology to Revolutionize Customer Experience,2,Business
Scientists develop new vaccine for deadly virus,3,Sci/Tech
"Global death toll from Ebola outbreak surpasses 3,000 in Democratic Republic of Congo",0,World
AI algorithm detects early warning signs of Alzheimer's disease with unprecedented accuracy.,3,Sci/Tech
New Study Reveals Alarming Rate of Concussions in Youth Football,1,Sports
New study reveals link between AI and job automation,3,Sci/Tech
Federal Reserve hikes interest rates for second time this year,2,Business
World Cup teams face off in thrilling group stage match,1,Sports
New study reveals link between consumer debt and financial instability,2,Business
International coalition launches ambitious initiative to promote global education and reduce child poverty rates.,0,World
North Korea Tests New Intercontinental Ballistic Missile,0,World
Global Trade Deal Takes a Hit as Tariffs Rise,2,Business
Major Retail Chain Files for Bankruptcy Amid Decline of Brick-and-Mortar Stores,2,Business
Los Angeles Rams edge out New Orleans Saints in NFC Championship game,1,Sports
Stock Market Sees Significant Upsurge Due to Increased investor Confidence,2,Business
New global economic forecast predicts recession in several major economies due to rising inflation.,0,World
LeBron James passes Michael Jordan on all-time NBA scoring list with clutch three-pointer,1,Sports
Economists predict a surge in global economic growth as new trade agreements take effect.,2,Business
NASA's Perseverance Rover Discovers Evidence of Ancient Lake on Mars,3,Sci/Tech
AI-powered system detects breast cancer from mammography images with high accuracy,3,Sci/Tech
Rockets Fire at Russian Embassy in Kiev,1,Sports
Protests erupt in Paris over proposed EU migrant quotas,0,World
UFC 260: Fury vs. Wilder II Ends in Unanimous Decision,1,Sports
UN Security Council votes on draft resolution condemning North Korea's missile tests,0,World
Russia imposes new sanctions on US and European companies over energy sector disputes.,0,World
Top tech execs summoned to testify in antitrust lawsuit,2,Business
Tennis Star's Shocking Comeback Win Ends Drought,1,Sports
"A new documentary series is set to premiere on Netflix, exploring the life and career of tennis superstar Serena Williams.",1,Sports
Cyclone-hit Tonga faces long road to recovery after devastating storm,1,Sports
Scientists Discover Potential Cure for Alzheimer's Disease Using Innovative Brain Imaging Technique,3,Sci/Tech
Global economy shows signs of slowing as trade tensions escalate,0,World
New study reveals link between social media use and mental health in children,3,Sci/Tech
World's top economists gather for high-stakes financial summit,2,Business
Tennis Grand Slam Comes to an End in Thrilling Fashion,1,Sports
Space Agency Announces Plans to Send First All-Female Mission to Mars,3,Sci/Tech
Football Team Ranks Among Top Five in Nation Despite Injuries,1,Sports
Breakthrough in Quantum Computing Could Solve Complex Problems in Days,3,Sci/Tech
"New MLB season underway, teams battle for playoff spots.",1,Sports
Biden Administration unveils new rules to reduce college athletes' use of performance-enhancing substances,1,Sports
Tiger Woods makes stunning comeback to win Masters tournament,1,Sports
US Federal Reserve announces new policy framework to regulate emerging fintech trends.,2,Business
Scientists develop new material that can absorb and convert CO2 into oxygen.,3,Sci/Tech
US-North Korea tensions escalate after missile test,0,World
New study reveals devastating impact of plastic pollution on marine life,0,World
"US Federal Reserve raises interest rates, signaling growth and inflation concerns.",2,Business
The world's first commercial space hotel is set to launch next year.,3,Sci/Tech
Serena Williams announces retirement from tennis after 25-year career,1,Sports
NBA Playoffs Reach Intense Stakes with Only One Game Left,1,Sports
European Union imposes sanctions on Russian officials over Ukraine conflict.,0,World
New football season underway with high-stakes match between top-ranked teams,1,Sports
Breakthrough in Cancer Treatment Using CRISPR Gene Editing,3,Sci/Tech
A New Study Reveals that Eating Certain Fruits and Vegetables Can Boost Cognitive Function,3,Sci/Tech
New cybersecurity threat emerges that can compromise even the most secure computer systems,3,Sci/Tech
China announces new security measures to bolster relations with neighboring countries amid rising tensions.,0,World
Stock market fluctuations cause investor anxiety despite overall stability,2,Business
New study reveals the long-sought 'higgs boson' particle is not as rare as previously thought,3,Sci/Tech
India and China Agree to Reduce Border Tensions Amid Diplomatic Push,0,World
Gold prices surge due to global economic uncertainty and rising interest rates.,2,Business
Big-name brands hit with hefty fines for misleading advertising claims,2,Business
Cryptocurrency prices plummet as market volatility reaches record highs.,2,Business
Cyclone Idai brings devastating floods to southern Africa after hitting Mozambique,0,World
Newly discovered antibiotic shows promise in treating antibiotic-resistant infections,3,Sci/Tech
NASA's latest Mars rover uncovers evidence of ancient lake on red planet.,3,Sci/Tech
Scientists Discover Novel Antibiotic That Shows Promise Against Superbugs,3,Sci/Tech
Biden Administration Proposes New Tax Bill to Fund Infrastructure Projects,2,Business
New Study Reveals Surprising Benefits of Meditation for Athletes,1,Sports
EU leaders discuss potential ban on single-use plastics,0,World
Formula 1 racing comes to downtown Los Angeles for the first time,1,Sports
Basketball legend announces retirement plans after two-decade career,1,Sports
"Global trade war shows signs of easing, as US and China announce tentative agreement on tariffs.",2,Business
Regulatory Firms Announce Plans to Enhance Corporate Governance Standards,2,Business
Scientists create new material that can harness and store renewable energy with unprecedented efficiency,3,Sci/Tech
UK and EU agree on new trade deal amidst ongoing Brexit negotiations.,0,World
Artificial intelligence surpasses human level for first time in solving complex math problems,3,Sci/Tech
Tech Giants Join Forces to Develop New AI-Powered Accounting Software,2,Business
Scientists Discover New Species of Ancient Human in DNA Analysis,3,Sci/Tech
Industry Experts Predict Continued Growth for Electric Vehicles in Coming Years,2,Business
China To Launch Space Station Module In Bid For Space Supremacy,0,World
Global Climate Model Predicts Rising Sea Levels by Mid-Century,3,Sci/Tech
Tech giant announces major restructuring plans,2,Business
Global health officials announce new vaccine against deadly disease spreading rapidly across Africa,0,World
New retail giant emerges as e-commerce continues to dominate global markets,2,Business
French Open champion Naomi Osaka pulls out of tournament due to mental health,1,Sports
Cyclone Idai brings devastating floods and landslides to southern Africa,0,World
Global trade tensions ease as China and US agree to new trade deal,2,Business
Scientists Make Groundbreaking Discovery in the Field of Quantum Computing.,3,Sci/Tech
New study reveals widespread tax avoidance by multinational corporations in emerging markets.,2,Business
India and China agree on border talks after years of tension.,0,World
Startups invest in innovative fintech solutions to stay ahead of competition,2,Business
Electric car sales soar as consumers prioritize sustainable transportation options.,3,Sci/Tech
NASA's latest Mars rover discovers evidence of ancient lake on the red planet,3,Sci/Tech
Researchers develop new material that can harness and store energy from the environment.,3,Sci/Tech
E-commerce platform introduces innovative delivery system for faster customer satisfaction,2,Business
France and Germany agree on new EU migration deal,0,World
New Retail Store Opens in Downtown Area,2,Business
NFL commissioner announces plans to expand league to 32 teams,1,Sports
Global Trade Agreement Negotiations Enter Final Stages After Months of Deadlock,2,Business
World's largest genomics database released for public access.,3,Sci/Tech
New Study Reveals Alarming Rise in Cybersecurity Threats Targeting Small Businesses,2,Business
"Major retailer files for bankruptcy, leading to widespread store closures.",2,Business
College Football Teams Rivalry Lives Up to the Hype in Thrilling Matchup,1,Sports
New technology unveiled for faster and more efficient data processing.,2,Business
Global scientists develop revolutionary new material with potential to replace plastics,3,Sci/Tech
New economic forecast predicts growth slowdown due to global economic downturns,2,Business
New report reveals alarming rise in cybercrime targeting small businesses across the globe.,2,Business
NFL Players Association seeks more compensation for star players,1,Sports
New AI-powered tool helps diagnose eye diseases with high accuracy,3,Sci/Tech
Scientists Unveil Innovative Material that Can Convert Carbon Dioxide into Oxygen,3,Sci/Tech
New York Yankees edge Boston Red Sox in thrilling late-inning match-up,1,Sports
UN Security Council passes resolution on North Korean sanctions,0,World
NFL Draft 2024: Kansas City Chiefs Select Quarterback,1,Sports
Global health experts warn of growing risk of Ebola outbreak in Africa.,0,World
African Union calls for international support to combat spreading Ebola outbreak.,0,World
Global chip shortage sparks concerns over impact on electronics industry,3,Sci/Tech
Cincinnati Bengals' Joe Burrow leads comeback victory over rival team,1,Sports
New England Patriots quarterback Tom Brady announces retirement from NFL,1,Sports
Major retail chain announces plans to phase out single-use plastics in stores,2,Business
Global Banks Report Significant Revenue Growth Amid Financial Sector Reforms,2,Business
New England Patriots Hire Former Quarterback as Assistant Coach,1,Sports
A new study reveals the average salary increase for employees in major industries.,2,Business
Newly discovered species of ancient human found in remote region,3,Sci/Tech
New England Patriots Sign Quarterback Mac Jones to Record-Setting Contract,1,Sports
Robotics startup receives funding for innovative healthcare automation project,3,Sci/Tech
Researchers create self-healing concrete that can repair cracks on its own.,3,Sci/Tech
Global economy shrinks as trade tensions escalate between US and China,0,World
Serena Williams wins 23rd Grand Slam singles title at Australian Open,1,Sports
New Study Reveals Potential Health Benefits of Plant-Based Diets,3,Sci/Tech
Facebook CEO Testifies Before Congressional Committee Over Data Protection Concerns,2,Business
Global economy forecast to contract in 2023 due to rising interest rates,2,Business
AI-powered system can detect breast cancer from mammography images with high accuracy,3,Sci/Tech
Young tennis star makes history by becoming youngest Grand Slam champion ever,1,Sports
UN Security Council meets emergency session on conflict in Middle East,0,World
Turkey begins construction on new pipeline to reduce energy dependence.,0,World
Private space company Blue Origin announces plans to build a lunar base,3,Sci/Tech
Celtics' Jayson Tatum Wins NBA All-Star Game MVP,1,Sports
Global economic growth projected to slow due to rising interest rates,2,Business
NFL Teams Announce Joint Venture to Develop New Stadium,1,Sports
New AI-powered tool helps doctors detect eye diseases earlier,3,Sci/Tech
Climate change protests sweep across Europe as activists demand urgent action.,0,World
Tennis World No.1 Novak Djokovic Loses to Stefanos Tsitsipas at Australian Open,1,Sports
Sustainable Supply Chain Practices Gain Increased Attention from Global Corporations,2,Business
"Baseball legend passes away at age 75, leaving behind legacy",1,Sports
"Global supply chain disruptions lead to increased costs for businesses, prompting search for alternative routes.",2,Business
Trade Dispute Between Nations Sparks Global Market Volatility,2,Business
Major corporations pledge to reduce carbon footprint through ambitious sustainability initiatives.,2,Business
Global trade tensions continue to weigh on multinational corporations' profits.,2,Business
Researchers create self-healing concrete that can repair cracks autonomously.,3,Sci/Tech
Injury concerns mount for star quarterback ahead of playoffs,1,Sports
France launches massive military operation against ISIS militants in Sahel region.,0,World
Australia's Open Day brings historic victory for young tennis star,1,Sports
Investment firm predicts positive returns on emerging markets.,2,Business
Tiger Woods' Son Hunter Wins Junior Tour Event,1,Sports
India reports record high in COVID-19 cases as infections surge across the country,0,World
Rockets fire as tensions rise between US and North Korea,1,Sports
New study reveals link between social media use and increased risk of depression,3,Sci/Tech
Global stocks plummet as economic uncertainty grows.,2,Business
LeBron James Named NBA All-Star Game Captain,1,Sports
"Drought affects major crops in Africa, threatening global food supply chains.",0,World
Tensions rise between US and North Korea as military exercises get underway,0,World
Billionaire entrepreneur donates millions to charitable cause,2,Business
Government Introduces New Tax Reform to Boost Economic Growth,2,Business
Climate activists hold global protest against fossil fuel companies over rising emissions.,0,World
New study reveals surprising link between exercise and improved mental health outcomes,1,Sports
European Union imposes new sanctions on Russia over Ukraine conflict.,0,World
Central Bank Cuts Interest Rates for Third Time This Year.,2,Business
New study reveals potential benefits of vegan diet for cardiovascular health,3,Sci/Tech
Coach's Experience and Teamwork Lead to Championship Victory,1,Sports
NFL Draft Picks Shocks Fans and Analysts Alike,1,Sports
Boxing Match between Canelo Alvarez and Gennady Golovkin Set for Summer,1,Sports
New study reveals shocking truth about the true cost of fast fashion.,2,Business
Renowned Physicist Wins Nobel Prize for Groundbreaking Research on Time Travel,3,Sci/Tech
Japan and South Korea Reach Historic Deal on Historical Dispute,0,World
US Women's Soccer Team Advances to Final After Dominating Opponent,1,Sports
Small business owner credits innovative financing model for surprising financial success,2,Business
Retail industry sees surge in demand for experiential shopping experiences.,2,Business
Major retailers announce plans to increase wages and benefits for employees in an effort to improve customer satisfaction.,2,Business
New climate change report paints dire picture for future generations unless drastic action is taken,0,World
Global stock market sees biggest one-day slump in two years due to virus fears,0,World
African nations unite to form powerful economic bloc amid EU tensions,0,World
Lioness wins prestigious equestrian award for outstanding achievement in dressage,1,Sports
New study reveals shocking truth about the true cost of fast fashion and its devastating environmental impact.,2,Business
AI-Powered Robot Assistants Being Developed to Help the Elderly with Daily Tasks,3,Sci/Tech
AI-powered robots are being used to help clean up polluted oceans.,3,Sci/Tech
Newly crowned champion secures spot in world rankings with thrilling comeback win,1,Sports
Turkey and Greece agree to resume talks on Aegean dispute,0,World
New York Yankees clinch division title in dramatic fashion,1,Sports
Record-Breaking Global IPO Activity Signals Strong Investor Confidence in Tech Sector,2,Business
Athletes gather for charity 5K run to raise funds for local children's hospital,1,Sports
Climate activists block major highway in protest against government policies,0,World
Tech giants face antitrust lawsuit for alleged price-fixing.,2,Business
Mavericks' Luka Doncic Scores 42 Points in Dominant Performance,1,Sports
Professional Golfer Opens Up About Battle with Mental Health Issues,1,Sports
Small business owners rejoice as tax reform passes through congress.,2,Business
Scientists Discover New Species of Ancient Human in the Philippines,3,Sci/Tech
Team of scientists discover new species of ancient human in remote cave.,3,Sci/Tech
Global economy continues its slow recovery from pandemic-induced recession,0,World
Young soccer prodigy becomes first teenager to score in the English Premier League,1,Sports
scientists Create First Artificial Photosynthesis System,3,Sci/Tech
Startup company claims to have developed a machine that can convert thoughts into actions,3,Sci/Tech
"Global economic indicators point to a recession, with manufacturing output at a decade-low.",2,Business
Pakistan To Launch New Naval Power Project In Bid For Regional Influence,0,World
NFL Star Sues NFL Over Concussion Settlement,1,Sports
Regulatory changes aim to increase transparency in corporate governance practices across multiple sectors.,2,Business
New study reveals the importance of gut bacteria in human health and weight loss.,3,Sci/Tech
Artificial intelligence system achieves level of human-like reasoning,3,Sci/Tech
Breakthrough in quantum computing could lead to exponential advancements in processing speed and efficiency.,3,Sci/Tech
UN Security Council votes on new resolution to address North Korea tensions.,0,World
Robotics company develops autonomous vehicle technology for warehouse management,3,Sci/Tech
Breakthrough in quantum computing enables faster-than-light communication.,3,Sci/Tech
Baseball legend Jackie Robinson's legacy honored in new documentary,1,Sports
New UEFA Champions League format sparks debate among fans and coaches,1,Sports
French president announces new tax on wealth to fund social programs,0,World
